id,lastLevel,totalSessions,dailySessions,totalAge,winRate,target
3034,7,11,1,40,1.0,0.263
3035,568,18,9,1,0.8483,0.2626
3036,4,1,1,0,1.0,0.0
3037,45,4,1,60,0.9366,0.2749
3038,1,3,1,0,0.5,0.0
3039,14,6,1,24,0.8556,0.0
3040,483,1,1,0,0.0,0.0
3041,1,1,1,0,0.5,0.0
3042,7,6,2,2,1.0,0.2227
3043,5,4,4,0,1.0,0.2227
3044,743,65,2,108,1.0,0.426
3045,57,5,2,1,0.5,0.0
3046,402,357,4,145,0.5806,0.3531
3047,23,4,4,0,0.9783,0.0
3048,14,6,1,47,1.0,0.2711
3049,15,3,1,10,1.0,0.2309
3050,7,5,1,5,1.0,0.2247
3051,5,4,2,4,1.0,0.2245
3052,41,18,1,78,0.9289,0.293
3053,2,2,1,22,1.0,0.2424
3054,7,12,1,39,1.0,0.2619
3055,1,2,2,0,1.0,0.0
3056,7,10,5,9,1.0,0.2342
3057,4,6,1,0,1.0,0.0
3058,40,23,3,14,0.9621,0.2334
3059,861,205,6,39,1.0,0.3771
3060,8,8,4,0,1.0,0.2232
3061,95,16,3,49,0.4444,0.0
3062,2,3,3,0,1.0,0.0
3063,113,12,6,0,0.0,0.0
3064,6,1,1,0,1.0,0.0
3065,2,1,1,0,1.0,0.0
3066,28,9,2,8,0.9808,0.2276
3067,2,5,1,2,1.0,0.0
3068,23,27,3,39,0.8366,0.2314
3069,11,7,7,0,1.0,0.2272
3070,10,25,5,4,0.803,0.0
3071,11,38,2,18,0.8909,0.0
3072,8,7,7,0,0.9583,0.0
3073,2,1,1,0,1.0,0.0
3074,24,11,1,14,1.0,0.2367
3075,1,1,1,0,1.0,0.0
3076,26,9,9,0,0.893,0.0
3077,2,1,1,0,1.0,0.0
3078,31,3,1,2,1.0,0.2241
3079,3,1,1,0,1.0,0.0
3080,14,4,2,1,1.0,0.2223
3081,470,76,5,45,0.6683,0.2579
3082,1,2,2,0,1.0,0.0
3083,149,58,5,53,0.8017,0.2577
3084,7,3,1,1,1.0,0.0
3085,6,9,3,3,1.0,0.2251
3086,182,210,4,60,0.5574,0.2226
3087,83,9,1,160,0.9218,0.3849
3088,1,1,1,0,1.0,0.0
3089,1466,11,1,13,0.6667,0.3295
3090,5,7,3,1,1.0,0.2227
3091,62,41,3,33,0.7385,0.0
3092,154,10,3,90,0.6,0.2493
3093,285,65,5,20,0.5758,0.0
3094,519,262,4,159,0.5729,0.3751
3095,29,28,9,2,0.8539,0.0
3096,246,24,2,30,0.1,0.0
3097,41,10,1,89,0.9762,0.3149
3098,19,3,1,14,0.7333,0.0
3099,1,1,1,0,1.0,0.0
3100,31,3,3,0,1.0,0.2244
3101,17,20,5,6,0.826,0.0
3102,867,235,3,281,1.0,0.6384
3103,20,6,2,1,0.9667,0.0
3104,22,9,3,2,0.9022,0.0
3105,2,2,2,0,1.0,0.0
3106,10,1,1,0,1.0,0.0
3107,27,7,1,0,0.9,0.0
3108,12,2,2,0,0.8846,0.0
3109,22,4,1,75,0.9773,0.2974
3110,179,130,4,95,0.6311,0.2721
3111,23,3,1,2,0.9375,0.0
3112,3,9,2,195,0.5833,0.341
3113,26,5,2,9,1.0,0.2324
3114,155,37,2,57,0.8657,0.2718
3115,8,5,5,0,1.0,0.2243
3116,58,12,2,5,0.9463,0.0
3117,31,14,2,18,0.8863,0.0
3118,2,3,3,0,1.0,0.0
3119,12,8,1,67,0.9583,0.2836
3120,2,1,1,0,1.0,0.0
3121,10,26,2,6,0.95,0.0
3122,28,29,3,322,0.8437,0.5409
3123,9,3,3,0,1.0,0.2218
3124,1,1,1,0,1.0,0.0
3125,158,51,3,350,0.6825,0.5523
3126,22,5,2,2,0.9773,0.0
3127,41,45,2,42,0.6633,0.0
3128,5,1,1,0,1.0,0.0
3129,1,2,1,0,1.0,0.0
3130,40,11,1,120,0.8741,0.3262
3131,2,1,1,0,1.0,0.0
3132,4,3,3,0,1.0,0.0
3133,3,3,3,0,1.0,0.0
3134,13,4,1,118,0.881,0.322
3135,87,6,1,4,0.4975,0.0
3136,96,62,3,27,0.8003,0.0
3137,134,3,3,0,0.0,0.0
3138,10,2,2,0,1.0,0.0
3139,42,8,2,66,0.9767,0.2913
3140,37,9,4,3,0.7556,0.0
3141,49,56,1,72,0.8882,0.2805
3142,2,1,1,0,1.0,0.0
3143,42,46,4,48,0.7518,0.2271
3144,8,3,1,1,1.0,0.0
3145,41,8,2,2,0.819,0.0
3146,60,72,4,93,0.7424,0.2773
3147,16,3,1,2,1.0,0.2223
3148,10,1,1,0,1.0,0.0
3149,23,14,2,15,0.9394,0.2259
3150,66,45,4,12,0.838,0.0
3151,15,9,4,78,0.9821,0.3049
3152,55,13,3,15,0.825,0.0
3153,2,1,1,0,1.0,0.0
3154,9,10,5,5,1.0,0.2301
3155,21,3,3,0,0.9643,0.0
3156,213,189,3,97,0.7645,0.3092
3157,2,6,2,28,0.5556,0.0
3158,16,6,2,6,0.9583,0.0
3159,7,7,2,3,1.0,0.2238
3160,180,107,6,19,0.621,0.0
3161,39,9,4,1,0.9872,0.2252
3162,185,4,1,6,0.6607,0.0
3163,100,8,1,88,0.3333,0.0
3164,16,14,2,25,0.9062,0.2287
3165,218,48,2,129,0.2433,0.222
3166,14,2,1,1,0.9643,0.0
3167,15,7,1,6,0.8542,0.0
3168,9,3,1,0,1.0,0.0
3169,28,9,9,0,0.9253,0.0
3170,20,18,2,86,0.8991,0.294
3171,8,3,1,1,1.0,0.0
3172,380,207,4,147,0.6266,0.3548
3173,41,39,1,74,0.7888,0.2592
3174,93,70,8,6,0.6258,0.0
3175,346,165,4,47,0.6059,0.2356
3176,480,99,4,81,0.6962,0.3042
3177,8,3,1,0,1.0,0.0
3178,217,341,4,216,0.5625,0.404
3179,2,2,1,1,1.0,0.0
3180,29,10,1,115,1.0,0.3469
3181,23,11,1,154,0.9375,0.3749
3182,23,9,2,9,0.9375,0.0
3183,45,18,6,3,0.9275,0.0
3184,2,2,1,0,1.0,0.0
3185,27,1,1,0,1.0,0.0
3186,58,23,4,4,0.7998,0.0
3187,16,3,3,0,1.0,0.2226
3188,22,18,1,137,1.0,0.3704
3189,23,37,1,119,0.9167,0.3338
3190,42,10,3,36,0.95,0.2542
3191,33,3,1,0,1.0,0.2221
3192,9,1,1,0,1.0,0.0
3193,26,9,2,8,1.0,0.2316
3194,3,2,1,2,1.0,0.0
3195,3,1,1,0,1.0,0.0
3196,23,11,1,9,0.8061,0.0
3197,5,11,5,6,1.0,0.2308
3198,1,1,1,0,1.0,0.0
3199,40,19,4,3,1.0,0.2308
3200,106,119,2,127,0.7135,0.3133
3201,9,6,3,44,1.0,0.2698
3202,26,4,1,1,0.0,0.0
3203,21,13,2,19,0.8889,0.0
3204,45,6,1,4,0.9565,0.0
3205,142,19,2,44,0.4295,0.0
3206,83,56,5,22,0.7645,0.0
3207,42,24,2,103,0.9122,0.3182
3208,14,6,2,2,0.9167,0.0
3209,24,54,13,170,0.96,0.4145
3210,29,4,2,1,0.9655,0.0
3211,23,28,7,14,0.942,0.2323
3212,6,2,1,20,1.0,0.2407
3213,10,5,2,10,1.0,0.2317
3214,1,3,3,0,1.0,0.0
3215,1014,919,7,263,0.8245,0.6387
3216,19,6,2,55,1.0,0.2816
3217,2,2,2,0,1.0,0.0
3218,1,1,1,0,1.0,0.0
3219,95,26,4,49,0.9535,0.2773
3220,23,6,1,66,0.9375,0.2791
3221,230,154,4,199,0.6377,0.3936
3222,14,7,3,1,0.8,0.0
3223,9,3,1,29,1.0,0.2508
3224,32,10,2,27,0.9635,0.245
3225,12,3,1,9,1.0,0.2295
3226,2,13,6,0,1.0,0.2253
3227,22,13,4,7,0.9773,0.2277
3228,28,1,1,0,0.8667,0.0
3229,29,8,2,158,0.9171,0.3766
3230,24,18,4,309,0.9545,0.5511
3231,19,11,1,223,0.7917,0.4176
3232,20,9,2,8,1.0,0.2309
3233,15,6,3,1,1.0,0.2238
3234,28,3,3,0,0.9615,0.0
3235,176,2,2,0,0.5,0.0
3236,1,1,1,0,1.0,0.0
3237,31,7,1,34,0.9688,0.2522
3238,45,1,1,0,0.4167,0.0
3239,31,10,1,11,0.9677,0.2272
3240,11,5,2,1,1.0,0.222
3241,28,11,3,9,1.0,0.2342
3242,36,27,2,72,0.8995,0.2812
3243,1,4,4,0,1.0,0.2222
3244,106,43,4,223,0.8632,0.4486
3245,9,8,2,5,1.0,0.2263
3246,1,3,3,0,1.0,0.0
3247,5,1,1,0,1.0,0.0
3248,31,16,1,22,0.8132,0.0
3249,49,14,3,8,0.9173,0.0
3250,4,4,4,0,1.0,0.2226
3251,8,2,2,0,1.0,0.0
3252,10,15,1,92,0.9091,0.3001
3253,7,2,2,0,1.0,0.0
3254,22,4,2,1,1.0,0.2232
3255,1,4,4,0,1.0,0.2222
3256,55,16,2,49,0.9128,0.2608
3257,12,8,8,0,1.0,0.2286
3258,43,19,4,3,0.82,0.0
3259,1596,3529,12,331,0.7621,0.9108
3260,1,2,2,0,1.0,0.0
3261,18,5,5,0,1.0,0.2255
3262,34,23,3,10,0.7463,0.0
3263,2,1,1,0,1.0,0.0
3264,468,83,16,4,0.9474,0.2881
3265,79,72,2,62,0.9292,0.2842
3266,6,2,1,1,1.0,0.0
3267,88,4,1,57,0.7083,0.2267
3268,1,1,1,0,1.0,0.0
3269,22,14,4,4,0.8889,0.0
3270,62,66,5,12,0.7531,0.0
3271,10,2,2,0,1.0,0.0
3272,1,1,1,0,1.0,0.0
3273,14,7,2,2,0.8889,0.0
3274,8,3,3,0,1.0,0.2217
3275,10,17,4,3,1.0,0.2272
3276,31,5,1,5,0.9677,0.0
3277,49,3,3,0,0.9367,0.0
3278,6,5,2,0,1.0,0.0
3279,7,6,2,1,1.0,0.2216
3280,31,3,3,0,0.9785,0.0
3281,3,2,2,0,0.8333,0.0
3282,15,8,1,0,0.9,0.0
3283,80,29,1,118,0.4463,0.2362
3284,66,3,1,4,0.6111,0.0
3285,47,5,1,25,0.54,0.0
3286,3,2,2,0,1.0,0.0
3287,1,1,1,0,1.0,0.0
3288,48,34,4,11,0.8889,0.0
3289,1702,9,3,6,0.0,0.0
3290,2,6,3,23,1.0,0.2462
3291,15,5,1,2,0.9375,0.0
3292,3,3,1,2,0.75,0.0
3293,139,75,5,27,0.83,0.2353
3294,158,451,7,179,0.5801,0.3704
3295,9,6,2,4,1.0,0.2251
3296,23,18,6,3,0.8208,0.0
3297,34,5,2,132,0.9172,0.3488
3298,2,1,1,0,1.0,0.0
3299,59,6,6,0,0.625,0.0
3300,2,2,2,0,1.0,0.0
3301,16,2,2,0,0.8333,0.0
3302,7,3,1,11,1.0,0.2311
3303,10,5,1,4,0.95,0.0
3304,11,4,2,1,1.0,0.222
3305,320,215,5,58,0.3054,0.0
3306,14,3,3,0,0.8889,0.0
3307,575,104,2,193,1.0,0.5009
3308,956,1200,4,335,0.6799,0.6898
3309,2,1,1,0,1.0,0.0
3310,822,761,7,240,0.6951,0.5549
3311,37,7,3,1,1.0,0.2264
3312,32,21,2,104,0.9094,0.3173
3313,2,1,1,0,1.0,0.0
3314,20,9,2,20,1.0,0.2439
3315,107,13,1,5,0.7502,0.0
3316,381,648,8,161,0.7029,0.4151
3317,288,79,3,291,0.6868,0.5056
3318,15,7,1,85,0.9222,0.2956
3319,88,35,4,9,0.7496,0.0
3320,27,10,1,9,0.9383,0.0
3321,23,8,2,172,0.95,0.3983
3322,178,18,2,33,0.8764,0.2498
3323,30,5,1,7,0.95,0.0
3324,6,2,1,1,1.0,0.0
3325,5,1,1,0,1.0,0.0
3326,107,1,1,0,0.6667,0.0
3327,29,1,1,0,0.875,0.0
3328,1,1,1,0,1.0,0.0
3329,669,23,2,240,0.9,0.5367
3330,167,17,1,43,0.7965,0.2406
3331,881,34,2,89,1.0,0.4197
3332,32,28,4,14,0.9231,0.2255
3333,2,1,1,0,1.0,0.0
3334,21,12,4,2,0.9524,0.0
3335,23,12,1,39,0.9028,0.2426
3336,1,1,1,0,1.0,0.0
3337,2,2,1,0,1.0,0.0
3338,17,8,2,13,1.0,0.2359
3339,1,4,4,0,1.0,0.2222
3340,18,39,3,270,1.0,0.5179
3341,5,1,1,0,1.0,0.0
3342,20,2,2,0,1.0,0.2218
3343,31,10,3,16,0.9688,0.2353
3344,1,2,2,0,1.0,0.0
3345,4,4,4,0,1.0,0.2226
3346,9,3,1,2,1.0,0.2215
3347,54,9,1,12,0.9773,0.2329
3348,10,4,2,9,1.0,0.2305
3349,52,16,1,22,0.9663,0.2416
3350,48,5,2,1,0.8793,0.0
3351,7,6,1,35,0.9524,0.2469
3352,10,3,3,0,1.0,0.222
3353,5,2,2,0,1.0,0.0
3354,819,5,5,0,1.0,0.318
3355,22,3,3,0,0.9643,0.0
3356,61,23,5,38,0.9091,0.2528
3357,176,30,7,14,0.9539,0.2527
3358,19,25,1,49,0.807,0.2327
3359,1,1,1,0,1.0,0.0
3360,28,6,1,244,1.0,0.4866
3361,55,12,3,6,0.9524,0.2238
3362,5,1,1,0,1.0,0.0
3363,10,3,3,0,1.0,0.222
3364,13,6,6,0,1.0,0.2262
3365,1,1,1,0,1.0,0.0
3366,7,2,2,0,1.0,0.0
3367,35,5,1,1,0.8,0.0
3368,2,1,1,0,1.0,0.0
3369,31,11,3,2,0.8578,0.0
3370,67,3,3,0,0.5,0.0
3371,1289,597,4,128,1.0,0.5415
3372,250,108,3,32,0.5988,0.0
3373,10,1,1,0,1.0,0.0
3374,23,18,1,29,0.7833,0.0
3375,7,8,8,0,1.0,0.2281
3376,9,1,1,0,1.0,0.0
3377,2,5,1,85,1.0,0.3109
3378,1,2,2,0,1.0,0.0
3379,5,1,1,0,1.0,0.0
3380,3,1,1,0,1.0,0.0
3381,49,46,3,47,0.9145,0.2611
3382,2,1,1,0,1.0,0.0
3383,4,1,1,0,1.0,0.0
3384,8,1,1,0,1.0,0.0
3385,47,9,1,17,0.9792,0.238
3386,173,11,2,3,0.3636,0.0
3387,41,15,3,5,1.0,0.2316
3388,11,2,1,1,0.9545,0.0
3389,17,4,1,11,1.0,0.2323
3390,5,3,1,1,1.0,0.0
3391,16,6,2,1,1.0,0.2227
3392,1,5,1,4,0.5,0.0
3393,2,1,1,0,1.0,0.0
3394,27,2,1,0,1.0,0.2214
3395,23,31,4,40,0.9318,0.2547
3396,158,81,4,21,0.7554,0.0
3397,23,4,1,3,1.0,0.2243
3398,14,9,3,9,1.0,0.2325
3399,2,2,2,0,0.6667,0.0
3400,1,1,1,0,1.0,0.0
3401,1,1,1,0,1.0,0.0
3402,95,29,1,360,0.8403,0.5866
3403,542,4,2,42,1.0,0.3279
3404,68,50,5,69,0.869,0.2799
3405,15,2,2,0,1.0,0.0
3406,6,1,1,0,1.0,0.0
3407,27,1,1,0,0.0,0.0
3408,3,1,1,0,1.0,0.0
3409,15,4,1,2,0.9,0.0
3410,2,1,1,0,1.0,0.0
3411,7,4,1,36,1.0,0.2583
3412,2,1,1,0,1.0,0.0
3413,52,1,1,0,0.0,0.0
3414,247,16,5,21,0.0667,0.0
3415,25,7,1,57,0.9667,0.276
3416,27,8,8,0,1.0,0.2304
3417,65,24,4,9,0.8988,0.0
3418,116,29,2,12,0.8325,0.0
3419,1,5,1,0,1.0,0.0
3420,1,1,1,0,1.0,0.0
3421,4,3,1,1,1.0,0.0
3422,76,40,3,10,0.8716,0.0
3423,1,3,3,0,1.0,0.0
3424,11,2,2,0,1.0,0.0
3425,5,1,1,0,1.0,0.0
3426,12,3,3,0,0.8333,0.0
3427,3,1,1,0,1.0,0.0
3428,3,3,1,1,1.0,0.0
3429,1014,15,1,40,1.0,0.3796
3430,661,57,1,84,0.534,0.287
3431,34,5,1,7,0.9436,0.0
3432,6,3,3,0,1.0,0.2215
3433,31,10,2,1,0.9531,0.0
3434,1114,361,5,78,0.5972,0.3677
3435,42,4,1,28,1.0,0.2536
3436,14,5,1,2,1.0,0.2222
3437,15,14,2,4,1.0,0.2262
3438,42,19,3,4,0.9207,0.0
3439,98,178,11,18,0.7993,0.227
3440,2,1,1,0,1.0,0.0
3441,23,6,2,3,0.9167,0.0
3442,7,3,1,132,1.0,0.3624
3443,34,7,2,2,1.0,0.2259
3444,2,1,1,0,1.0,0.0
3445,82,49,3,18,0.7067,0.0
3446,1,2,2,0,1.0,0.0
3447,66,19,3,6,0.8324,0.0
3448,66,48,2,55,0.8747,0.2619
3449,1,16,4,0,1.0,0.2228
3450,78,70,3,17,0.8756,0.2247
3451,2,2,2,0,1.0,0.0
3452,1,1,1,0,1.0,0.0
3453,39,31,2,18,1.0,0.2451
3454,1,1,1,0,1.0,0.0
3455,109,156,4,139,0.695,0.3271
3456,3,3,3,0,1.0,0.0
3457,12,1,1,0,1.0,0.0
3458,2,10,1,2,0.5,0.0
3459,29,4,1,4,1.0,0.2261
3460,11,2,2,0,1.0,0.0
3461,131,27,3,57,0.6307,0.0
3462,1,2,2,0,1.0,0.0
3463,27,6,1,5,0.8385,0.0
3464,10,2,1,1,1.0,0.0
3465,1,2,2,0,1.0,0.0
3466,12,1,1,0,1.0,0.0
3467,15,9,1,11,0.9167,0.0
3468,14,18,9,1,0.9048,0.0
3469,27,14,3,3,0.9545,0.0
3470,28,22,1,1,0.9643,0.0
3471,10,5,1,71,1.0,0.2967
3472,3,3,1,3,1.0,0.2219
3473,558,25,1,228,0.3333,0.386
3474,1,1,1,0,1.0,0.0
3475,7,6,1,34,1.0,0.2562
3476,57,63,3,32,0.673,0.0
3477,4,1,1,0,1.0,0.0
3478,1,1,1,0,1.0,0.0
3479,84,104,8,11,0.7496,0.0
3480,34,3,1,10,0.0,0.0
3481,4,3,3,0,1.0,0.0
3482,22,3,1,1,1.0,0.222
3483,1,1,1,0,1.0,0.0
3484,42,12,1,203,0.8397,0.409
3485,1,2,2,0,1.0,0.0
3486,8,2,1,56,1.0,0.28
3487,1,1,1,0,1.0,0.0
3488,31,25,3,11,0.9483,0.2262
3489,2,2,1,0,1.0,0.0
3490,4,2,2,0,1.0,0.0
3491,37,6,6,0,0.9853,0.2257
3492,23,14,1,146,0.7778,0.3315
3493,9,3,3,0,1.0,0.2218
3494,98,36,3,55,0.8496,0.2607
3495,14,27,1,129,0.8333,0.3249
3496,118,29,2,158,0.8238,0.3676
3497,1,1,1,0,1.0,0.0
3498,283,12,1,24,0.5227,0.0
3499,7,3,3,0,1.0,0.2216
3500,37,12,3,206,0.8678,0.4203
3501,10,7,1,13,0.803,0.0
3502,12,4,1,9,1.0,0.2295
3503,41,8,4,1,0.75,0.0
3504,3,1,1,0,1.0,0.0
3505,1,1,1,0,1.0,0.0
3506,1,1,1,0,1.0,0.0
3507,2,2,1,0,1.0,0.0
3508,19,14,2,13,1.0,0.2365
3509,1,1,1,0,1.0,0.0
3510,3,1,1,0,1.0,0.0
3511,58,14,2,12,0.9271,0.224
3512,17,2,1,1,0.9412,0.0
3513,7,5,1,0,1.0,0.0
3514,7,3,1,5,0.875,0.0
3515,8,3,1,45,1.0,0.2681
3516,2,9,4,0,0.3889,0.0
3517,10,1,1,0,1.0,0.0
3518,19,9,1,20,0.95,0.2316
3519,42,29,1,68,0.9005,0.2766
3520,71,25,3,4,0.887,0.0
3521,11,4,1,9,0.8611,0.0
3522,5,1,1,0,1.0,0.0
3523,2,2,2,0,1.0,0.0
3524,21,3,1,43,1.0,0.2674
3525,2,6,6,0,1.0,0.2249
3526,53,6,6,0,0.1667,0.0
3527,264,214,4,47,0.4702,0.0
3528,424,405,5,146,0.5714,0.3585
3529,12,4,1,12,0.9231,0.0
3530,3,1,1,0,0.75,0.0
3531,598,6,3,2,1.0,0.2922
3532,3,1,1,0,1.0,0.0
3533,25,12,2,39,0.8827,0.2397
3534,2,4,2,1,1.0,0.0
3535,88,50,2,85,0.8627,0.2945
3536,42,42,6,60,0.969,0.2898
3537,5,3,1,14,0.9,0.0
3538,23,28,2,147,0.7821,0.3356
3539,7,9,9,0,1.0,0.2294
3540,396,16,1,123,0.6667,0.3255
3541,5,3,1,4,1.0,0.2232
3542,37,15,1,6,0.8819,0.0
3543,43,8,2,4,0.8846,0.0
3544,23,4,1,251,0.9097,0.4738
3545,11,5,2,96,1.0,0.3252
3546,13,1,1,0,1.0,0.0
3547,22,16,1,106,0.9565,0.3271
3548,1,1,1,0,1.0,0.0
3549,8,3,1,90,1.0,0.317
3550,5,1,1,0,1.0,0.0
3551,3,1,1,0,1.0,0.0
3552,48,51,2,91,0.9224,0.3095
3553,48,18,9,1,0.9896,0.2334
3554,31,8,2,0,0.9494,0.0
3555,6,10,5,1,0.9167,0.0
3556,5,10,5,3,1.0,0.2275
3557,11,8,8,0,0.9545,0.0
3558,36,8,4,4,1.0,0.2308
3559,49,17,1,37,0.9433,0.2525
3560,2,3,1,0,1.0,0.0
3561,37,24,4,12,0.9342,0.2261
3562,646,71,3,23,1.0,0.324
3563,178,69,5,13,0.7747,0.0
3564,287,2,1,4,0.6667,0.0
3565,101,6,3,2,0.3333,0.0
3566,180,238,8,168,0.7405,0.386
3567,95,27,5,4,0.9502,0.229
3568,8,17,8,6,0.9375,0.2215
3569,3,2,1,0,1.0,0.0
3570,24,7,2,2,0.9133,0.0
3571,36,10,2,6,0.7972,0.0
3572,15,9,1,11,1.0,0.2323
3573,698,1005,4,239,0.5653,0.5204
3574,99,66,6,11,0.6532,0.0
3575,24,4,4,0,1.0,0.2249
3576,1537,5,2,23,0.0,0.0
3577,3,3,3,0,0.8333,0.0
3578,1,1,1,0,1.0,0.0
3579,93,26,2,176,0.8931,0.3993
3580,78,17,1,85,0.8415,0.2858
3581,914,10,1,187,0.913,0.5084
3582,14,5,2,1,0.7727,0.0
3583,7,3,1,3,1.0,0.2224
3584,30,3,3,0,0.9778,0.0
3585,132,36,4,37,0.7996,0.2355
3586,6,3,3,0,1.0,0.2215
3587,1,1,1,0,1.0,0.0
3588,47,13,4,7,0.9107,0.0
3589,22,12,2,11,0.9474,0.223
3590,15,9,1,8,0.75,0.0
3591,3,1,1,0,1.0,0.0
3592,24,19,3,21,0.8469,0.0
3593,6,1,1,0,1.0,0.0
3594,23,4,2,15,0.9583,0.2295
3595,566,288,3,218,0.4739,0.4231
3596,16,43,2,80,0.799,0.2665
3597,31,9,2,6,0.9839,0.2265
3598,61,17,3,2,0.8824,0.0
3599,2,8,4,0,1.0,0.2225
3600,62,24,3,13,0.9392,0.2299
3601,956,64,5,9,0.0,0.0
3602,32,2,2,0,0.5,0.0
3603,49,1,1,0,0.5,0.0
3604,66,14,1,36,0.9045,0.2448
3605,10,1,1,0,1.0,0.0
3606,78,72,3,38,0.6413,0.0
3607,1,3,1,1,1.0,0.0
3608,8,4,2,0,0.75,0.0
3609,1,2,2,0,1.0,0.0
3610,448,852,7,146,0.8562,0.4497
3611,22,9,1,14,1.0,0.2364
3612,14,2,1,1,1.0,0.0
3613,4,10,10,0,1.0,0.2303
3614,49,24,1,35,0.8323,0.2265
3615,17,7,1,3,0.9412,0.0
3616,23,1,1,0,0.9583,0.0
3617,4,2,2,0,1.0,0.0
3618,84,7,1,78,0.9464,0.3012
3619,5,8,4,1,1.0,0.224
3620,22,6,3,1,1.0,0.2246
3621,153,54,2,44,0.7857,0.2409
3622,23,2,2,0,0.8143,0.0
3623,9,2,2,0,1.0,0.0
3624,27,28,5,5,0.7542,0.0
3625,89,11,3,3,0.4488,0.0
3626,1,1,1,0,1.0,0.0
3627,14,24,4,28,0.8929,0.2318
3628,47,10,5,3,0.5556,0.0
3629,1,1,1,0,1.0,0.0
3630,126,2,1,0,0.875,0.0
3631,36,17,2,10,0.8958,0.0
3632,2,1,1,0,1.0,0.0
3633,7,9,4,0,1.0,0.2232
3634,20,4,1,1,1.0,0.2218
3635,31,9,4,2,0.837,0.0
3636,28,14,2,7,0.9821,0.2271
3637,15,30,6,268,1.0,0.5186
3638,27,12,12,0,0.7667,0.0
3639,1,2,2,0,0.5,0.0
3640,29,11,3,2,0.9222,0.0
3641,192,181,9,19,0.7102,0.0
3642,63,50,1,96,0.4667,0.0
3643,53,1,1,0,0.0,0.0
3644,2,7,3,0,1.0,0.0
3645,114,120,8,42,0.7805,0.244
3646,56,14,1,16,0.8612,0.0
3647,1,1,1,0,1.0,0.0
3648,178,40,3,18,0.735,0.0
3649,6,4,4,0,1.0,0.2228
3650,30,13,2,29,1.0,0.255
3651,3,1,1,0,1.0,0.0
3652,1,1,1,0,1.0,0.0
3653,138,525,10,63,0.666,0.2686
3654,4,2,2,0,1.0,0.0
3655,2,3,1,0,1.0,0.0
3656,28,8,2,4,0.9515,0.0
3657,1,1,1,0,1.0,0.0
3658,10,1,1,0,1.0,0.0
3659,6,1,1,0,1.0,0.0
3660,13,2,2,0,1.0,0.0
3661,7,1,1,0,1.0,0.0
3662,29,6,1,61,0.9444,0.2759
3663,1,3,1,3,1.0,0.2217
3664,67,2,2,0,0.5,0.0
3665,1,1,1,0,1.0,0.0
3666,28,13,1,22,0.9464,0.2343
3667,129,10,1,141,0.8205,0.3475
3668,1,1,1,0,1.0,0.0
3669,521,70,1,273,0.5806,0.4869
3670,27,17,1,52,0.8951,0.2557
3671,10,9,1,27,0.7021,0.0
3672,77,17,1,36,0.9,0.2452
3673,6,2,1,3,1.0,0.2222
3674,4,15,1,144,0.8,0.3321
3675,81,22,3,12,0.8108,0.0
3676,41,15,2,19,0.8813,0.0
3677,10,3,1,6,0.5,0.0
3678,43,96,5,52,0.8424,0.2552
3679,1,3,1,0,1.0,0.0
3680,9,4,4,0,0.9444,0.0
3681,31,30,10,3,0.9531,0.2275
3682,5,4,2,4,1.0,0.2245
3683,51,31,4,4,0.8987,0.0
3684,5,10,5,1,0.9,0.0
3685,93,21,2,31,0.7871,0.0
3686,15,7,1,126,0.94,0.344
3687,23,26,4,55,0.9091,0.2658
3688,23,6,2,35,0.9091,0.2405
3689,24,9,4,3,0.9375,0.0
3690,42,14,2,13,0.94,0.226
3691,15,2,1,1,1.0,0.0
3692,9,2,1,0,1.0,0.0
3693,14,3,1,2,0.9,0.0
3694,3,12,12,0,1.0,0.2328
3695,10,7,1,45,1.0,0.2685
3696,23,10,3,4,0.9583,0.0
3697,5,3,3,0,1.0,0.0
3698,22,4,4,0,0.8462,0.0
3699,25,4,1,4,0.98,0.0
3700,2,11,1,56,1.0,0.2798
3701,17,20,6,3,0.9643,0.2228
3702,936,312,6,152,1.0,0.5141
3703,24,14,2,11,0.8557,0.0
3704,43,38,2,87,0.9186,0.3031
3705,1,1,1,0,1.0,0.0
3706,19,10,2,52,0.9919,0.2768
3707,1,1,1,0,1.0,0.0
3708,15,4,1,7,1.0,0.2277
3709,7,2,2,0,1.0,0.0
3710,8,2,1,35,1.0,0.2572
3711,2,2,2,0,1.0,0.0
3712,485,1,1,0,0.5,0.0
3713,10,4,2,0,1.0,0.0
3714,52,54,2,153,0.7868,0.3478
3715,1,1,1,0,1.0,0.0
3716,3,3,1,29,0.75,0.0
3717,3,1,1,0,1.0,0.0
3718,2,1,1,0,1.0,0.0
3719,7,9,1,20,0.9286,0.2256
3720,1,2,2,0,1.0,0.0
3721,24,14,2,9,0.925,0.0
3722,298,12,1,86,0.0,0.0
3723,1,2,2,0,1.0,0.0
3724,513,493,4,170,0.3318,0.346
3725,14,7,2,3,0.9643,0.0
3726,103,42,1,192,0.806,0.3984
3727,93,20,1,23,0.8396,0.0
3728,814,445,7,68,0.6903,0.3495
3729,24,13,4,2,1.0,0.2275
3730,27,9,4,3,0.75,0.0
3731,28,25,1,87,0.8535,0.2852
3732,49,41,2,109,0.7588,0.2929
3733,1,2,1,0,1.0,0.0
3734,25,17,2,31,0.7769,0.0
3735,257,2378,12,200,0.4981,0.4951
3736,51,56,3,115,0.7651,0.3031
3737,2,2,2,0,1.0,0.0
