time,value
1532476800,8481.11035
1532480400,8441.40039
1532484000,8409.29004
1532487600,8375.0498
1532491200,8420.13965
1532494800,8443.57031
1532498400,8431.17969
1532502000,8358.62988
1532505600,8332.79004
1532509200,8291.17969
1532512800,8238.15039
1532516400,8232.86035
1532520000,8232.63965
1532523600,8219.67969
1532527200,8211.7998
1532530800,8196.05957
1532534400,8178.9702099999995
1532538000,8168.58008
1532541600,8128.569820000001
1532545200,8164.540040000001
1532548800,8182.759770000001
1532552400,8318.0498
1532556000,8312.99023
1532559600,8275.66992
1532563200,8248.75
1532566800,8241.83008
1532570400,8218.11035
1532574000,8235.33984
1532577600,8234.09961
1532581200,8231.36035
1532584800,8266.20996
1532588400,8296.25
1532592000,8269.4502
1532595600,8284.50977
1532599200,8302.24023
1532602800,8287.00977
1532606400,8254.75
1532610000,8239.2002
1532613600,8225.87988
1532617200,8229.34961
1532620800,8207.55957
1532624400,8240.88965
1532628000,8229.030270000001
1532631600,8274.90039
1532635200,8296.280270000001
1532638800,8152.2202099999995
1532642400,8038.77002
1532646000,7951.72998
1532649600,7952.8798799999995
1532653200,7928.7797900000005
1532656800,7917.009770000001
1532660400,7899.97998
1532664000,7942.209959999999
1532667600,7935.27002
1532671200,7922.839840000001
1532674800,7920.3701200000005
1532678400,7987.56006
1532682000,7992.009770000001
1532685600,7962.3999
1532689200,7962.0498
1532692800,7933.490229999999
1532696400,7891.3501
1532700000,7893.5297900000005
1532703600,8183.75
1532707200,8230.66992
1532710800,8186.2002
1532714400,8278.00977
1532718000,8274.65039
1532721600,8241.50977
1532725200,8269.74023
1532728800,8259.16016
1532732400,8262.719729999999
1532736000,8214.08008
1532739600,8191.22998
1532743200,8191.66992
1532746800,8175.02002
1532750400,8216.82031
1532754000,8230.40039
1532757600,8192.51953
1532761200,8203.65039
1532764800,8210.58008
1532768400,8203.59961
1532772000,8205.65039
1532775600,8215.16992
1532779200,8194.19043
1532782800,8191.910159999999
1532786400,8162.7202099999995
1532790000,8146.569820000001
1532793600,8181.52002
1532797200,8211.67969
1532800800,8198.5
1532804400,8203.34961
1532808000,8196.83984
1532811600,8179.60986
1532815200,8192.50977
1532818800,8238.04004
1532822400,8291.5498
1532826000,8268.08008
1532829600,8281.36035
1532833200,8245.030270000001
1532836800,8231.83984
1532840400,8226.2998
1532844000,8214.82031
1532847600,8216.15039
1532851200,8179.490229999999
1532854800,8176.89014
1532858400,8165.7797900000005
1532862000,8163.819820000001
1532865600,8217.90039
1532869200,8215.00977
1532872800,8237.20996
1532876400,8232.87988
1532880000,8229.469729999999
1532883600,8196.87988
1532887200,8211.82031
1532890800,8218.83008
1532894400,8220.0498
1532898000,8208.84961
1532901600,8194.41992
1532905200,8269.90039
1532908800,8220.38965
1532912400,8273.61035
1532916000,8217.530270000001
1532919600,8224.45996
1532923200,8193.01953
1532926800,8189.60986
1532930400,8181.60986
1532934000,8160.490229999999
1532937600,8185.990229999999
1532941200,8171.85986
1532944800,8168.9502
1532948400,8159.47998
1532952000,8169.540040000001
1532955600,8144.52002
1532959200,8194.01953
1532962800,8185.290040000001
1532966400,8132.8701200000005
1532970000,8124.540040000001
1532973600,7968.459959999999
1532977200,8144.97998
1532980800,8193.69043
1532984400,8164.68994
1532988000,8208.33984
1532991600,8192.62012
1532995200,8176.27002
1532998800,8138.930179999999
1533002400,8145.4502
1533006000,8133.7998
1533009600,8132.660159999999
1533013200,8142.39014
1533016800,8152.6499
1533020400,8139.97998
1533024000,8133.5
1533027600,8071.8999
1533031200,8028.7002
1533034800,8025.990229999999
1533038400,7987.3701200000005
1533042000,7836.509770000001
1533045600,7789.14014
1533049200,7767.08008
1533052800,7804.5498
1533056400,7832.8999
1533060000,7775.8999
